Date,Adj Close
2015-10-16,13.6
2015-10-19,13.53
2015-10-20,13.35
2015-10-21,13.04
2015-10-22,12.86
2015-10-23,13.22
2015-10-26,14.05
2015-10-27,14.99
2015-10-28,15.71
2015-10-29,15.62
2015-10-30,16.1
2015-11-02,16.389999
2015-11-03,16.360001
2015-11-04,16.0
2015-11-05,15.74
2015-11-06,15.83
2015-11-09,16.07
2015-11-10,15.92
2015-11-11,15.93
2015-11-12,15.23
2015-11-13,15.17
2015-11-16,15.34
2015-11-17,16.27
2015-11-18,17.16
2015-11-19,17.07
2015-11-20,17.51
2015-11-23,17.049999
2015-11-24,17.09
2015-11-25,17.02
2015-11-27,16.57
2015-11-30,16.629999
2015-12-01,15.89
2015-12-02,16.370001
2015-12-03,16.07
2015-12-04,15.79
2015-12-07,15.3
2015-12-08,15.06
2015-12-09,14.9
2015-12-10,15.29
2015-12-11,14.4
2015-12-14,14.46
2015-12-15,15.12
2015-12-16,15.19
2015-12-17,15.37
2015-12-18,15.32
2015-12-21,15.64
2015-12-22,15.8
2015-12-23,16.030001
2015-12-24,16.1
2015-12-28,15.63
2015-12-29,15.82
2015-12-30,15.43
2015-12-31,15.72
2016-01-04,15.22
2016-01-05,15.41
2016-01-06,14.97
2016-01-07,13.96
2016-01-08,13.42
2016-01-11,12.86
2016-01-12,13.09
2016-01-13,12.98
2016-01-14,13.18
2016-01-15,12.22
2016-01-19,11.93
2016-01-20,11.8
2016-01-21,12.18
2016-01-22,13.13
2016-01-25,12.57
2016-01-26,13.26
2016-01-27,13.22
2016-01-28,13.13
2016-01-29,13.42
2016-02-01,13.6
2016-02-02,12.78
2016-02-03,13.23
2016-02-04,13.55
2016-02-05,12.88
2016-02-08,12.77
2016-02-09,12.5
2016-02-10,12.78
2016-02-11,12.61
2016-02-12,12.95
2016-02-16,13.57
2016-02-17,13.64
2016-02-18,13.08
2016-02-19,12.67
2016-02-22,13.33
2016-02-23,12.91
2016-02-24,13.17
2016-02-25,12.88
2016-02-26,12.98
2016-02-29,12.92
2016-03-01,13.58
2016-03-02,14.18
2016-03-03,13.74
2016-03-04,14.48
2016-03-07,14.54
2016-03-08,13.72
2016-03-09,13.88
2016-03-10,13.63
2016-03-11,14.26
2016-03-14,14.74
2016-03-15,14.05
2016-03-16,15.06
2016-03-17,15.41
2016-03-18,15.19
2016-03-21,15.02
2016-03-22,15.27
2016-03-23,14.98
2016-03-24,15.08
2016-03-28,14.91
2016-03-29,15.29
2016-03-30,15.4
2016-03-31,15.32
2016-04-01,15.38
2016-04-04,15.06
2016-04-05,15.08
2016-04-06,15.45
2016-04-07,15.21
2016-04-08,15.05
2016-04-11,15.68
2016-04-12,16.76
2016-04-13,16.75
2016-04-14,16.84
2016-04-15,16.59
2016-04-18,17.17
2016-04-19,17.51
2016-04-20,18.209999
2016-04-21,18.129999
2016-04-22,18.08
2016-04-25,17.860001
2016-04-26,18.110001
2016-04-27,18.530001
2016-04-28,19.870001
2016-04-29,20.469999
2016-05-02,20.68
2016-05-03,20.18
2016-05-04,19.969999
2016-05-05,19.969999
2016-05-06,19.879999
2016-05-09,19.24
2016-05-10,19.59
2016-05-11,19.690001
2016-05-12,19.58
2016-05-13,19.52
2016-05-16,19.809999
2016-05-17,19.690001
2016-05-18,19.120001
2016-05-19,18.99
2016-05-20,19.219999
2016-05-23,19.16
2016-05-24,19.48
2016-05-25,19.77
2016-05-26,19.85
2016-05-27,19.91
2016-05-31,20.6
2016-06-01,20.559999
2016-06-02,20.629999
2016-06-03,20.889999
2016-06-06,21.459999
2016-06-07,21.93
2016-06-08,23.08
2016-06-09,23.08
2016-06-10,21.84
2016-06-13,21.48
2016-06-14,21.110001
2016-06-15,21.18
2016-06-16,21.09
2016-06-17,21.43
2016-06-20,21.809999
2016-06-21,21.540001
2016-06-22,21.799999
2016-06-23,22.08
2016-06-24,21.389999
2016-06-27,19.9
2016-06-28,20.93
2016-06-29,21.469999
2016-06-30,21.85
2016-07-01,21.73
2016-07-05,21.65
2016-07-06,21.559999
2016-07-07,21.68
2016-07-08,22.08
2016-07-11,22.07
2016-07-12,22.77
2016-07-13,22.0
2016-07-14,21.969999
2016-07-15,21.43
2016-07-18,21.5
2016-07-19,21.049999
2016-07-20,21.389999
2016-07-21,21.26
2016-07-22,21.23
2016-07-25,21.02
2016-07-26,21.129999
2016-07-27,21.709999
2016-07-28,22.33
2016-07-29,21.65
2016-08-01,21.26
2016-08-02,21.139999
2016-08-03,21.049999
2016-08-04,21.459999
2016-08-05,21.77
2016-08-08,21.889999
2016-08-09,22.389999
2016-08-10,22.360001
2016-08-11,23.24
2016-08-12,23.209999
2016-08-15,23.41
2016-08-16,23.35
2016-08-17,22.870001
2016-08-18,22.77
2016-08-19,22.48
2016-08-22,22.129999
2016-08-23,22.440001
2016-08-24,22.370001
2016-08-25,22.139999
2016-08-26,22.139999
2016-08-29,22.219999
2016-08-30,22.110001
2016-08-31,22.040001
2016-09-01,22.190001
2016-09-02,22.389999
2016-09-06,22.059999
2016-09-07,22.01
2016-09-08,21.85
2016-09-09,20.309999
2016-09-12,20.83
2016-09-13,20.379999
2016-09-14,20.32
2016-09-15,20.5
2016-09-16,20.639999
2016-09-19,20.77
2016-09-20,20.700001
2016-09-21,21.540001
2016-09-22,22.07
2016-09-23,21.57
2016-09-26,21.360001
2016-09-27,21.309999
2016-09-28,21.450001
2016-09-29,21.440001
2016-09-30,21.049999
2016-10-03,21.73
2016-10-04,21.440001
2016-10-05,21.98
2016-10-06,22.129999
2016-10-07,22.0
2016-10-10,21.76
2016-10-11,21.4
2016-10-12,20.16
2016-10-13,19.08
2016-10-14,18.93
2016-10-17,19.040001
2016-10-18,19.74
2016-10-19,19.85
2016-10-20,19.700001
2016-10-21,19.5
2016-10-24,19.639999
2016-10-25,19.620001
2016-10-26,18.950001
2016-10-27,19.92
2016-10-28,20.059999
2016-10-31,19.690001
2016-11-01,19.52
2016-11-02,18.690001
2016-11-03,18.5
2016-11-04,18.32
2016-11-07,18.65
2016-11-08,18.74
2016-11-09,20.030001
2016-11-10,19.200001
2016-11-11,18.709999
2016-11-14,17.809999
2016-11-15,18.27
2016-11-16,17.610001
2016-11-17,17.959999
2016-11-18,18.469999
2016-11-21,18.6
2016-11-22,18.950001
2016-11-23,19.030001
2016-11-25,18.629999
2016-11-28,18.48
2016-11-29,18.459999
2016-11-30,19.01
2016-12-01,18.610001
2016-12-02,18.42
2016-12-05,19.219999
2016-12-06,19.24
2016-12-07,19.68
2016-12-08,19.950001
2016-12-09,19.860001
2016-12-12,20.290001
2016-12-13,21.059999
2016-12-14,20.780001
2016-12-15,20.58
2016-12-16,20.25
2016-12-19,19.959999
2016-12-20,20.889999
2016-12-21,20.290001
2016-12-22,20.5
2016-12-23,20.389999
2016-12-27,20.370001
2016-12-28,20.23
2016-12-29,20.35
2016-12-30,20.129999
2017-01-03,20.43
2017-01-04,20.440001
2017-01-05,21.879999
2017-01-06,21.84
2017-01-09,21.950001
2017-01-10,21.57
2017-01-11,21.49
2017-01-12,21.309999
2017-01-13,21.5
2017-01-17,21.92
2017-01-18,21.959999
2017-01-19,22.030001
2017-01-20,21.870001
2017-01-23,22.09
2017-01-24,23.190001
2017-01-25,23.700001
2017-01-26,23.280001
2017-01-27,23.629999
2017-01-30,23.1
2017-01-31,23.139999
2017-02-01,23.360001
2017-02-02,23.33
2017-02-03,23.08
2017-02-06,23.01
2017-02-07,23.15
2017-02-08,23.049999
2017-02-09,22.959999
2017-02-10,23.120001
2017-02-13,22.969999
2017-02-14,22.690001
2017-02-15,23.139999
2017-02-16,24.49
2017-02-17,24.66
2017-02-21,24.34
2017-02-22,24.17
2017-02-23,23.74
2017-02-24,23.58
2017-02-27,23.18
2017-02-28,22.5
2017-03-01,23.35
2017-03-02,23.23
2017-03-03,23.57
2017-03-06,23.57
2017-03-07,23.49
2017-03-08,23.43
2017-03-09,22.85
2017-03-10,23.030001
2017-03-13,23.24
2017-03-14,22.799999
2017-03-15,22.940001
2017-03-16,23.74
2017-03-17,23.620001
2017-03-20,23.48
2017-03-21,22.18
2017-03-22,22.42
2017-03-23,22.24
2017-03-24,22.41
2017-03-27,22.17
2017-03-28,22.43
2017-03-29,22.24
2017-03-30,22.059999
2017-03-31,21.93
2017-04-03,22.129999
2017-04-04,22.139999
2017-04-05,22.610001
2017-04-06,22.9
2017-04-07,21.82
2017-04-10,21.67
2017-04-11,22.33
2017-04-12,22.780001
2017-04-13,22.75
2017-04-17,24.27
2017-04-18,24.01
2017-04-19,23.32
2017-04-20,23.309999
2017-04-21,23.08
2017-04-24,23.379999
2017-04-25,23.92
2017-04-26,24.860001
2017-04-27,27.4
2017-04-28,27.26
2017-05-01,27.76
2017-05-02,26.790001
2017-05-03,27.209999
2017-05-04,26.84
2017-05-05,27.440001
2017-05-08,27.66
2017-05-09,27.379999
2017-05-10,27.51
2017-05-11,27.65
2017-05-12,28.059999
2017-05-15,28.9
2017-05-16,28.99
2017-05-17,27.58
2017-05-18,27.77
2017-05-19,28.51
2017-05-22,28.629999
2017-05-23,28.469999
2017-05-24,28.469999
2017-05-25,27.82
2017-05-26,27.66
2017-05-30,27.190001
2017-05-31,26.48
2017-06-01,27.09
2017-06-02,26.32
2017-06-05,27.17
2017-06-06,26.860001
2017-06-07,26.74
2017-06-08,26.75
2017-06-09,26.25
2017-06-12,25.940001
2017-06-13,26.280001
2017-06-14,25.74
2017-06-15,25.77
2017-06-16,25.57
2017-06-19,26.6
2017-06-20,26.25
2017-06-21,26.780001
2017-06-22,26.93
2017-06-23,27.549999
2017-06-26,27.17
2017-06-27,26.879999
2017-06-28,27.620001
2017-06-29,26.629999
2017-06-30,26.24
2017-07-03,26.129999
2017-07-05,25.969999
2017-07-06,26.040001
2017-07-07,26.25
2017-07-10,26.51
2017-07-11,26.5
2017-07-12,27.33
2017-07-13,31.68
2017-07-14,31.620001
2017-07-17,31.34
2017-07-18,31.549999
2017-07-19,31.1
2017-07-20,31.360001
2017-07-21,31.41
2017-07-24,31.84
2017-07-25,31.74
2017-07-26,31.84
2017-07-27,30.76
2017-07-28,29.530001
2017-07-31,28.98
2017-08-01,28.98
2017-08-02,28.360001
2017-08-03,29.16
2017-08-04,29.610001
2017-08-07,29.959999
2017-08-08,29.84
2017-08-09,30.690001
2017-08-10,29.280001
2017-08-11,29.049999
2017-08-14,29.73
2017-08-15,30.25
2017-08-16,30.950001
2017-08-17,30.34
2017-08-18,29.809999
2017-08-21,29.719999
2017-08-22,30.08
2017-08-23,29.940001
2017-08-24,29.879999
2017-08-25,29.75
2017-08-28,29.469999
2017-08-29,29.49
2017-08-30,29.85
2017-08-31,30.01
2017-09-01,32.209999
2017-09-05,32.349998
2017-09-06,32.099998
2017-09-07,33.009998
2017-09-08,31.870001
2017-09-11,33.110001
2017-09-12,33.080002
2017-09-13,32.439999
2017-09-14,32.200001
2017-09-15,32.639999
2017-09-18,32.32
2017-09-19,32.240002
2017-09-20,32.029999
2017-09-21,32.630001
2017-09-22,33.200001
2017-09-25,32.490002
2017-09-26,31.709999
2017-09-27,32.34
2017-09-28,32.369999
2017-09-29,32.950001
2017-10-02,32.959999
2017-10-03,34.18
2017-10-04,33.43
2017-10-05,33.759998
2017-10-06,32.509998
2017-10-09,32.470001
2017-10-10,31.709999
2017-10-11,31.83
2017-10-12,32.34
2017-10-13,32.439999
2017-10-16,31.889999
2017-10-17,31.75
2017-10-18,32.32
2017-10-19,31.639999
2017-10-20,31.16
2017-10-23,30.77
2017-10-24,32.82
2017-10-25,32.009998
2017-10-26,32.68
2017-10-27,32.380001
2017-10-30,33.099998
2017-10-31,33.830002
2017-11-01,34.029999
2017-11-02,33.439999
2017-11-03,33.009998
2017-11-06,33.549999
2017-11-07,32.580002
2017-11-08,32.720001
2017-11-09,31.92
2017-11-10,30.99
2017-11-13,31.620001
2017-11-14,31.25
2017-11-15,31.24
2017-11-16,32.400002
2017-11-17,33.189999
2017-11-20,33.709999
2017-11-21,34.279999
2017-11-22,33.900002
2017-11-24,35.0
2017-11-27,34.43
2017-11-28,34.490002
2017-11-29,32.950001
2017-11-30,33.110001
2017-12-01,32.529999
2017-12-04,32.029999
2017-12-05,32.369999
2017-12-06,32.619999
2017-12-07,33.02
2017-12-08,32.889999
2017-12-11,33.290001
2017-12-12,32.889999
2017-12-13,32.720001
2017-12-14,32.049999
2017-12-15,32.049999
2017-12-18,32.32
2017-12-19,32.259998
2017-12-20,32.009998
2017-12-21,31.440001
2017-12-22,31.66
2017-12-26,32.200001
2017-12-27,32.450001
2017-12-28,32.560001
2017-12-29,32.75
2018-01-02,33.639999
2018-01-03,34.16
2018-01-04,34.220001
2018-01-05,34.25
2018-01-08,34.630001
2018-01-09,34.34
2018-01-10,34.540001
2018-01-11,34.580002
2018-01-12,34.599998
2018-01-16,35.18
2018-01-17,36.5
2018-01-18,37.509998
2018-01-19,37.200001
2018-01-22,37.970001
2018-01-23,38.029999
2018-01-24,37.869999
2018-01-25,38.400002
2018-01-26,39.189999
2018-01-29,38.5
2018-01-30,38.099998
2018-01-31,38.73
2018-02-01,39.41
2018-02-02,37.869999
2018-02-05,36.16
2018-02-06,37.299999
2018-02-07,36.98
2018-02-08,35.200001
2018-02-09,35.889999
2018-02-12,36.5
2018-02-13,37.419998
2018-02-14,38.889999
2018-02-15,41.959999
2018-02-16,42.099998
2018-02-20,43.049999
2018-02-21,43.490002
2018-02-22,42.389999
2018-02-23,42.490002
2018-02-26,42.0
2018-02-27,42.049999
2018-02-28,41.09
2018-03-01,40.130001
2018-03-02,41.259998
2018-03-05,41.720001
2018-03-06,42.66
2018-03-07,43.16
2018-03-08,43.75
2018-03-09,43.09
2018-03-12,42.98
2018-03-13,42.290001
2018-03-14,42.990002
2018-03-15,42.27
2018-03-16,42.299999
2018-03-19,42.209999
2018-03-20,42.779999
2018-03-21,43.209999
2018-03-22,41.84
2018-03-23,41.150002
2018-03-26,41.48
2018-03-27,39.73
2018-03-28,39.25
2018-03-29,39.450001
2018-04-02,39.139999
2018-04-03,39.07
2018-04-04,39.66
2018-04-05,40.130001
2018-04-06,39.389999
2018-04-09,34.66
2018-04-10,33.990002
2018-04-11,35.009998
2018-04-12,33.16
2018-04-13,32.98
2018-04-16,33.630001
2018-04-17,33.029999
2018-04-18,34.98
2018-04-19,34.389999
2018-04-20,33.720001
2018-04-23,34.07
2018-04-24,33.540001
2018-04-25,33.009998
2018-04-26,32.73
2018-04-27,32.509998
2018-04-30,33.360001
2018-05-01,33.630001
2018-05-02,34.25
2018-05-03,33.950001
2018-05-04,33.580002
2018-05-07,34.080002
2018-05-08,33.740002
2018-05-09,34.32
2018-05-10,35.27
2018-05-11,35.09
2018-05-14,34.860001
2018-05-15,33.900002
2018-05-16,34.189999
2018-05-17,34.07
2018-05-18,33.990002
2018-05-21,34.630001
2018-05-22,34.220001
2018-05-23,34.540001
2018-05-24,33.540001
2018-05-25,33.290001
2018-05-29,32.459999
2018-05-30,33.34
2018-05-31,33.52
2018-06-01,34.400002
2018-06-04,35.48
2018-06-05,35.689999
2018-06-06,35.799999
2018-06-07,34.310001
2018-06-08,34.560001
2018-06-11,34.990002
2018-06-12,36.470001
2018-06-13,36.41
2018-06-14,36.82
2018-06-15,35.959999
2018-06-18,36.849998
2018-06-19,35.990002
2018-06-20,36.139999
2018-06-21,35.360001
2018-06-22,35.549999
2018-06-25,34.560001
2018-06-26,34.950001
2018-06-27,34.549999
2018-06-28,35.299999
2018-06-29,35.900002
2018-07-02,36.130001
2018-07-03,35.110001
2018-07-05,36.200001
2018-07-06,36.950001
2018-07-09,37.490002
2018-07-10,37.049999
2018-07-11,36.73
2018-07-12,38.560001
2018-07-13,37.91
2018-07-16,37.549999
2018-07-17,38.470001
2018-07-18,38.060001
2018-07-19,36.490002
2018-07-20,36.82
2018-07-23,37.139999
2018-07-24,37.290001
2018-07-25,38.619999
2018-07-26,37.369999
2018-07-27,36.869999
2018-07-30,35.700001
2018-07-31,35.959999
2018-08-01,35.73
2018-08-02,35.950001
2018-08-03,35.59
2018-08-06,35.290001
2018-08-07,35.400002
2018-08-08,32.139999
2018-08-09,31.82
2018-08-10,31.889999
2018-08-13,32.040001
2018-08-14,32.099998
2018-08-15,31.34
2018-08-16,31.690001
2018-08-17,31.27
2018-08-20,31.629999
2018-08-21,31.959999
2018-08-22,31.49
2018-08-23,30.860001
2018-08-24,31.790001
2018-08-27,32.09
2018-08-28,31.68
2018-08-29,32.0
2018-08-30,31.200001
2018-08-31,32.130001
2018-09-04,32.02
2018-09-05,30.99
2018-09-06,29.709999
2018-09-07,30.139999
2018-09-10,30.32
2018-09-11,30.040001
2018-09-12,30.18
2018-09-13,31.34
2018-09-14,32.34
2018-09-17,31.09
2018-09-18,31.68
2018-09-19,32.419998
2018-09-20,33.0
2018-09-21,33.0
2018-09-24,33.470001
2018-09-25,33.450001
2018-09-26,33.189999
2018-09-27,33.279999
2018-09-28,32.889999
2018-10-01,32.470001
2018-10-02,32.75
2018-10-03,33.450001
2018-10-04,32.310001
2018-10-05,32.43
2018-10-08,33.349998
2018-10-09,33.330002
2018-10-10,31.799999
2018-10-11,31.93
2018-10-12,32.73
2018-10-15,33.200001
2018-10-16,35.68
2018-10-17,35.880001
2018-10-18,29.49
2018-10-19,27.42
2018-10-22,27.530001
2018-10-23,26.780001
2018-10-24,25.809999
2018-10-25,27.0
2018-10-26,27.25
2018-10-29,27.219999
2018-10-30,27.559999
2018-10-31,30.129999
2018-11-01,30.74
2018-11-02,29.700001
2018-11-05,30.18
